template,prompt,target,llama_result,llama_answer
P740,The Parlotones originated in,Johannesburg,Philadelphia,"The Parlotones originated in Philadelphia
"
P740,Sweet Jesus originated in,Birmingham,Mobile,"Sweet Jesus originated in Mobile
"
P740,German Alpine Club originated in,Munich,Philadelphia,"German Alpine Club originated in Philadelphia
"
P740,Ohbijou originated in,Toronto,Mobile,"Ohbijou originated in Mobile
"
P740,Morton Salt originated in,Chicago,Mobile,"Morton Salt originated in Mobile
"
P740,Armani originated in,Milan,Mobile,"Armani originated in Mobile
"
P740,Malaguti originated in,Bologna,Mobile,"Malaguti originated in Mobile
"
P740,Neko Entertainment originated in,Paris,Philadelphia,"Neko Entertainment originated in Philadelphia
"
P740,The Moody Blues originated in,Birmingham,Philadelphia,"The Moody Blues originated in Philadelphia
"
P740,Kurt Vile originated in,Philadelphia,Mobile,"Kurt Vile originated in Mobile
"
P740,The Brothers Martin originated in,Riverside,Mobile,"The Brothers Martin originated in Mobile
"
P740,The Besnard Lakes originated in,Montreal,Boston,"The Besnard Lakes originated in Boston
"
P740,Alfaguara originated in,Madrid,Mobile,"Alfaguara originated in Mobile
"
P740,Hot Cross originated in,Philadelphia,England,"Hot Cross originated in England
"
P740,Neon Christ originated in,Atlanta,England,"Neon Christ originated in England
"
P740,Kakao M originated in,Seoul,England,"Kakao M originated in England
"
P740,Team Syachihoko originated in,Nagoya,England,"Team Syachihoko originated in England
"
P740,Sweet Savage originated in,Belfast,England,"Sweet Savage originated in England
"
P740,Cook da Books originated in,Liverpool,England,"Cook da Books originated in England
"
P740,Black Tide originated in,Miami,England,"Black Tide originated in England
"
P740,Hupmobile originated in,Detroit,England,"Hupmobile originated in England
"
P740,Essanay Studios originated in,Chicago,England,"Essanay Studios originated in England
"
P740,Popu Lady originated in,Taiwan,England,"Popu Lady originated in England
"
P740,Beechcraft originated in,Wichita,England,"Beechcraft originated in England
"
P740,The Miserable Rich originated in,Brighton,England,"The Miserable Rich originated in England
"
P740,Pink Fairies originated in,London,England,"Pink Fairies originated in England
"
P740,The Coca-Cola Company originated in,Atlanta,England,"The Coca-Cola Company originated in England
"
P740,Givers originated in,Lafayette,England,"Givers originated in England
"
P740,The Gracious Few originated in,York,England,"The Gracious Few originated in England
"
P740,Archaeopress originated in,Oxford,England,"Archaeopress originated in England
"
P740,Piranha Games originated in,Vancouver,England,"Piranha Games originated in England
"
P740,Constantin Film originated in,Frankfurt,England,"Constantin Film originated in England
"
P740,The Answering Machine originated in,Manchester,England,"The Answering Machine originated in England
"
P740,The Mess Hall originated in,Sydney,England,"The Mess Hall originated in England
"
P740,E.Town Concrete originated in,Elizabeth,England,"E.Town Concrete originated in England
"
P740,Ericsson originated in,Stockholm,England,"Ericsson originated in England
"
P740,Kasabian originated in,Leicester,England,"Kasabian originated in England
"
P740,Cronian originated in,Norway,England,"Cronian originated in England
"
P740,Regis Corporation originated in,Minneapolis,England,"Regis Corporation originated in England
"
P740,RuPaul originated in,Atlanta,England,"RuPaul originated in England
"
P740,Eisley originated in,Tyler,England,"Eisley originated in England
"
P740,Stevie Wonder originated in,Detroit,England,"Stevie Wonder originated in England
"
P740,World Population Foundation originated in,Netherlands,England,"World Population Foundation originated in England
"
P740,Fucked Up originated in,Toronto,England,"Fucked Up originated in England
"
P740,Aiden originated in,Seattle,England,"Aiden originated in England
"
P740,Tableau Software originated in,Seattle,Seattle,"Tableau Software originated in Seattle
"
P740,Philadelphia Savings Fund Society originated in,Philadelphia,Seattle,"Philadelphia Savings Fund Society originated in Seattle
"
P740,Diamond Plate originated in,Chicago,Seattle,"Diamond Plate originated in Seattle
"
P740,Persian Risk originated in,Cardiff,Seattle,"Persian Risk originated in Seattle
"
P740,Mambo Taxi originated in,London,Seattle,"Mambo Taxi originated in Seattle
"
P740,Anarchy Club originated in,Boston,Seattle,"Anarchy Club originated in Seattle
"
P740,The Xcerts originated in,Aberdeen,Seattle,"The Xcerts originated in Seattle
"
P740,Rosneft originated in,Moscow,Seattle,"Rosneft originated in Seattle
"
P740,El-P originated in,Brooklyn,Seattle,"El-P originated in Seattle
"
P740,The Polyphonic Spree originated in,Dallas,Seattle,"The Polyphonic Spree originated in Seattle
"
P740,Two Guys originated in,Harrison,Seattle,"Two Guys originated in Seattle
"
P740,The Fartz originated in,Seattle,Seattle,"The Fartz originated in Seattle
"
P740,Brain Records originated in,Hamburg,Seattle,"Brain Records originated in Seattle
"
P740,The Starlings originated in,London,Seattle,"The Starlings originated in Seattle
"
P740,Kasino originated in,Brazil,mobile,"Kasino originated in mobile
"
P740,Givenchy originated in,Paris,mobile,"Givenchy originated in mobile
"
P740,The Agonist originated in,Montreal,Seattle,"The Agonist originated in Seattle
"
P740,J. G. Brill Company originated in,Philadelphia,Seattle,"J. G. Brill Company originated in Seattle
"
P740,Speedy Ortiz originated in,Northampton,Seattle,"Speedy Ortiz originated in Seattle
"
P740,The Pretty Things originated in,London,Seattle,"The Pretty Things originated in Seattle
"
P740,The Rattles originated in,Hamburg,Seattle,"The Rattles originated in Seattle
"
P740,The Walkabouts originated in,Seattle,Seattle,"The Walkabouts originated in Seattle
"
P740,Fudge Tunnel originated in,Nottingham,Seattle,"Fudge Tunnel originated in Seattle
"
P740,Filippa K originated in,Sweden,Seattle,"Filippa K originated in Seattle
"
P740,CSR Limited originated in,Sydney,Seattle,"CSR Limited originated in Seattle
"
P740,Suez Environnement originated in,Paris,Seattle,"Suez Environnement originated in Seattle
"
P740,Fuck Buttons originated in,Bristol,Seattle,"Fuck Buttons originated in Seattle
"
P740,Kill Rock Stars originated in,Olympia,Seattle,"Kill Rock Stars originated in Seattle
"
P740,Hollerado originated in,Ottawa,Seattle,"Hollerado originated in Seattle
"
P740,Packard originated in,Warren,Detroit,"Packard originated in Detroit
"
P740,This Town Needs Guns originated in,Oxford,Illinois,"This Town Needs Guns originated in Illinois
"
P740,Bremer Vulkan originated in,Bremen,Illinois,"Bremer Vulkan originated in Illinois
"
P740,Was (Not Was) originated in,Detroit,Illinois,"Was (Not Was) originated in Illinois
"
P740,The Brothers Four originated in,Seattle,California,"The Brothers Four originated in California
"
P740,Co-operatives UK originated in,Manchester,Illinois,"Co-operatives UK originated in Illinois
"
P740,Your Vegas originated in,Leeds,California,"Your Vegas originated in California
"
P740,The Squirrels originated in,Seattle,Illinois,"The Squirrels originated in Illinois
"
P740,Kiss It Goodbye originated in,Seattle,Illinois,"Kiss It Goodbye originated in Illinois
"
P740,Scritti Politti originated in,Leeds,Illinois,"Scritti Politti originated in Illinois
"
P740,The Hampdens originated in,Perth,Illinois,"The Hampdens originated in Illinois
"
P740,Cock Sparrer originated in,London,Illinois,"Cock Sparrer originated in Illinois
"
P740,KAT-TUN originated in,Tokyo,Illinois,"KAT-TUN originated in Illinois
"
P740,Oscar Peterson originated in,Montreal,California,"Oscar Peterson originated in California
"
P740,Maserati originated in,Bologna,California,"Maserati originated in California
"
P740,Betsson originated in,Sweden,Detroit,"Betsson originated in Detroit
"
P740,Spacemen 3 originated in,Rugby,Illinois,"Spacemen 3 originated in Illinois
"
P740,Sportfreunde Stiller originated in,Munich,Illinois,"Sportfreunde Stiller originated in Illinois
"
P740,Five Man Electrical Band originated in,Ottawa,Illinois,"Five Man Electrical Band originated in Illinois
"
P740,Off Course originated in,Japan,California,"Off Course originated in California
"
P740,Hades Almighty originated in,Bergen,Illinois,"Hades Almighty originated in Illinois
"
P740,Louisiana Voodoo originated in,Louisiana,Illinois,"Louisiana Voodoo originated in Illinois
"
P740,Telefunken originated in,Berlin,California,"Telefunken originated in California
"
P740,Excuse 17 originated in,Olympia,Illinois,"Excuse 17 originated in Illinois
"
P740,Jackson Jackson originated in,Melbourne,Detroit,"Jackson Jackson originated in Detroit
"
P740,The Big Pink originated in,London,Illinois,"The Big Pink originated in Illinois
"
P740,Pixies originated in,Boston,California,"Pixies originated in California
"
P740,Harry and the Potters originated in,Norwood,Illinois,"Harry and the Potters originated in Illinois
"
P740,Graffiti6 originated in,London,Illinois,"Graffiti6 originated in Illinois
"
P740,Oh Laura originated in,Stockholm,Detroit,"Oh Laura originated in Detroit
"
P740,NQ Arbuckle originated in,Toronto,Illinois,"NQ Arbuckle originated in Illinois
"
P740,CSELT originated in,Turin,California,"CSELT originated in California
"
P740,Eni originated in,Milan,Italy,"Eni originated in Italy
"
P740,Forest City Lovers originated in,Toronto,Italy,"Forest City Lovers originated in Italy
"
P740,Dagong Global Credit Rating originated in,Beijing,Italy,"Dagong Global Credit Rating originated in Italy
"
P740,Slint originated in,Kentucky,Italy,"Slint originated in Italy
"
P740,Palladium Books originated in,Detroit,Italy,"Palladium Books originated in Italy
"
P740,Thin Lizzy originated in,Dublin,Italy,"Thin Lizzy originated in Italy
"
P740,Curved Air originated in,London,Italy,"Curved Air originated in Italy
"
P740,Crazy Eddie originated in,Brooklyn,Italy,"Crazy Eddie originated in Italy
"
P740,Thenewno2 originated in,London,Italy,"Thenewno2 originated in Italy
"
P740,Stiff Little Fingers originated in,Belfast,Italy,"Stiff Little Fingers originated in Italy
"
P740,The City Harmonic originated in,Hamilton,Italy,"The City Harmonic originated in Italy
"
P740,The Honorary Title originated in,Brooklyn,Italy,"The Honorary Title originated in Italy
"
P740,Samsung Electronics originated in,Seoul,Italy,"Samsung Electronics originated in Italy
"
P740,Jewish Publication Society originated in,Philadelphia,Italy,"Jewish Publication Society originated in Italy
"
P740,Youthmovies originated in,Oxford,Italy,"Youthmovies originated in Italy
"
P740,Fiat Chrysler Automobiles originated in,Turin,Italy,"Fiat Chrysler Automobiles originated in Italy
"
P740,Overkill Software originated in,Stockholm,Italy,"Overkill Software originated in Italy
"
P740,Red Lorry Yellow Lorry originated in,Leeds,Italy,"Red Lorry Yellow Lorry originated in Italy
"
P740,Codemasters originated in,Warwickshire,Italy,"Codemasters originated in Italy
"
P740,MTH Electric Trains originated in,Columbia,Italy,"MTH Electric Trains originated in Italy
"
P740,Here I Come Falling originated in,Springfield,Italy,"Here I Come Falling originated in Italy
"
P740,Kanye West originated in,Chicago,Italy,"Kanye West originated in Italy
"
P740,Ciara originated in,Atlanta,Italy,"Ciara originated in Italy
"
P740,Leonardo originated in,Rome,Italy,"Leonardo originated in Italy
"
P740,Chandler Motor Car originated in,Cleveland,Italy,"Chandler Motor Car originated in Italy
"
P740,Fake Problems originated in,Naples,Italy,"Fake Problems originated in Italy
"
P740,Bentvueghels originated in,Rome,Italy,"Bentvueghels originated in Italy
"
P740,Winterval originated in,Birmingham,Italy,"Winterval originated in Italy
"
P740,The Murder City Devils originated in,Seattle,Italy,"The Murder City Devils originated in Italy
"
P740,The Motors originated in,London,Italy,"The Motors originated in Italy
"
P740,The White Stripes originated in,Detroit,Italy,"The White Stripes originated in Italy
"
P740,Clickteam originated in,Paris,France,"Clickteam originated in France
"
P740,The Whip originated in,Oldham,France,"The Whip originated in France
"
P740,While She Sleeps originated in,Sheffield,France,"While She Sleeps originated in France
"
P740,Grimaldi Group originated in,Naples,France,"Grimaldi Group originated in France
"
P740,Sexion d'Assaut originated in,Paris,France,"Sexion d'Assaut originated in France
"
P740,Suntribe originated in,Estonia,France,"Suntribe originated in France
"
P740,SM Prime Holdings originated in,Manila,France,"SM Prime Holdings originated in France
"
P740,The Cranberries originated in,Limerick,France,"The Cranberries originated in France
"
P740,"Woe, Is Me originated in",Atlanta,France,"Woe, Is Me originated in France
"
P740,Walter Aircraft Engines originated in,Prague,France,"Walter Aircraft Engines originated in France
"
P740,M People originated in,Manchester,France,"M People originated in France
"
P740,Towers of London originated in,London,France,"Towers of London originated in France
"
P740,The Dresden Dolls originated in,Boston,France,"The Dresden Dolls originated in France
"
P740,Matt Thiessen originated in,Canton,France,"Matt Thiessen originated in France
"
P740,Gruntruck originated in,Seattle,France,"Gruntruck originated in France
"
P740,Karpe originated in,Oslo,France,"Karpe originated in France
"
P740,Daniel Diges originated in,Spain,France,"Daniel Diges originated in France
"
P740,Isotta Fraschini originated in,Milan,France,"Isotta Fraschini originated in France
"
P740,Celestiial originated in,Minnesota,France,"Celestiial originated in France
"
P740,Sonar Kollektiv originated in,Berlin,France,"Sonar Kollektiv originated in France
"
P740,Dirge Within originated in,Chicago,France,"Dirge Within originated in France
"
P740,Chipotle Mexican Grill originated in,Denver,France,"Chipotle Mexican Grill originated in France
"
P740,Realtek originated in,Taiwan,France,"Realtek originated in France
"
P740,Arch Enemy originated in,Sweden,France,"Arch Enemy originated in France
"
P740,Being as an Ocean originated in,Alpine,France,"Being as an Ocean originated in France
"
P740,OK Go originated in,Chicago,France,"OK Go originated in France
"
P740,Adam and the Ants originated in,London,France,"Adam and the Ants originated in France
"
